Cognitive Distortion,Generated Story,Generative Model,Gemini Consistency,Gemini Accuracy,Gemini Fluency,Gpt Consistency,Gpt Accuracy,Gpt Fluency
해야 한다' 진술,"[여자/15세]
---
요즘 제가 너무 스트레스를 많이 받아요. 별로 중요하지 않은 일로도 스트레스를 받고 있어요. 제가 계속 이렇게 스트레스를 받으면 안 돼요. 좀 더 긍정적으로 생각하고 불안해하지 않도록 노력해야 합니다.",Claude,2,2,2,3,2,3
해야 한다' 진술,"[여자/16세]
---
화가 나면 날 제어해야 하고, 상대방을 이해하고 존중해야 한다. 하지만 때때로 참기 힘들어서 그들을 더 많이 상처 주고 싶은 충동이 든다. 그런데 그것은 바람직하지 않다는 걸 알고 있어. 내 감정을 적절하게 표현하고 관리하는 법을 더 잘 배워야 한다.",Claude,2,2,3,3,3,3
해야 한다' 진술,"[여자/17세]
--- 
속이 시린데도 제때 식사를 해야 해. 위산이 올라오는데도 운동을 더 해야 해. 소화가 잘 되지 않아도 계속 먹어야 해. 이대로는 안 되겠어, 더 노력해야 해.",Claude,2,3,2,2,3,3
해야 한다' 진술,"[여자/16세]
--- 
공부를 열심히 해야 한다. 성적이 좋아야만 대학에 갈 수 있기 때문이다. 게임을 하지 않고 학원에 다녀야 한다. 그렇지 않으면 미래가 없을 것이다.",Claude,2,2,2,2,3,2
해야 한다' 진술,"[여자/16세]
---
이 시험에서 좋은 성적을 받아야 해. 그렇지 않으면 대학에 갈 수 없을 거야. 친구들과 노는 것도 시간 낭비일 뿐이라 멀리해야 해. 내가 완벽해지지 않으면 실패자가 될 것 같아.",Claude,2,2,2,2,3,3
해야 한다' 진술,"[여자/15세]
--- 
독서실에서 지우개 소리와 책상 부딪히는 소리로 집중이 안 되는데, 나는 작은 소음도 없이 공부해야 한다고 생각해. 친구들에게 말하면 해결책을 찾을 수 있을 것 같은데, 조용한 자리를 찾지 않으면 안 된다고 스트레스 받는다.",Claude,2,3,2,3,3,2
해야 한다' 진술,"[여자/18세]
---
내가 이 상황을 잘 처리해야만 해. 친구에게 솔직히 말하고 도움을 요청했어야 했어. 이렇게 혼자 고민하면서 포기하려고 하면 안 된다. 나는 무엇을 어떻게 해야 할지 결정하고 행동해야 해.",Claude,2,2,3,2,3,3
해야 한다' 진술,"[여자/15세]
---
시험 기간이라 책도 못 읽고 핸드폰만 하고 있어요. 핸드폰을 하지 말아야 하는데 도저히 자제가 되질 않아요. 늘 핸드폰만 하면서 시간을 낭비하고 있어요. 이렇게 해서는 안 되는데 어떻게 해야 할지 모르겠어요.",Claude,2,3,2,3,3,3
해야 한다' 진술,"[여자/18세]
---
나는 성공해야 한다. 좋은 학점을 받아야 하고, 인기 있는 친구들이 있어야 한다. 그렇지 않으면 실패자가 될 것 같아 불안해요. 하지만 스트레스에 시달리며 살아가는 게 힘들어요.",Claude,2,2,2,2,3,3
해야 한다' 진술,"[여자/17세]
---
시험을 앞두고도 나는 공부하지 않아야 한다. 내가 열심히 준비하지 않아서 점수를 받지 못하면 안 된다. 그러면 내가 완전히 실패한 것이 되어버릴 것이다.",Claude,2,2,2,2,3,2
해야 한다' 진술,"[여자/18세]
---
이 오디션을 꼭 합격해야 해. 에일리의 노래도 잘 부를 수 있어야 한다. 소속사에도 모두 지원해야 되는데, 빨리 결정해야 할 것 같아. 내가 빨리 성공해야 하니까 더 노력해야 해.",Claude,2,3,2,3,3,3
해야 한다' 진술,"[여자/16세]
---
항상 학업에 전념해야 한다. 친구들과 놀며 시간을 허비해서는 안 된다. 성적이 높아야 한다. 그렇지 않으면 부모님께 실망을 끼칠 것이다. 더는 이런 괴로움을 견딜 수 없다.",Claude,2,2,2,2,3,2
해야 한다' 진술,"[여자/16세]
---
제가 엄청나게 기초지식이 부족하고 책도 많이 못 읽은 것 같아요. 그래서 애들이나 선생님들과 대화할 때 항상 적절하게 반응하지 못해야 한다고 생각해요. 하루빨리 이런 문제를 해결해야 하는데, 어떻게 해야 할지 모르겠어요.",Claude,2,2,2,3,3,3
해야 한다' 진술,"[여자/16세]
---
어느새 시험 날짜가 다가왔어. 내가 이 습관을 고쳐야 해. 그렇지 않으면 성적이 더 나빠질 거야. 하루 만에 이 문제를 해결할 순 없겠지만, 열심히 노력해야 해. 그렇지 않으면 후회할 것 같아.",Claude,2,3,3,3,3,3
해야 한다' 진술,"[여자/17세]
---
시험 결과를 기다리는데, 나는 반드시 만점을 받아야 해. 실수하지 않고 완벽해야만 한다. 그렇지 않으면 나는 실패자가 될 것 같아 걱정돼.",Claude,2,2,3,2,3,3
해야 한다' 진술,"[여자/17세]
---
공부에 더 집중해야 해. 동아리 활동도 열심히 해야 해. 성적도 높아야 하고, 학교 분위기도 좋아야 한다. 완벽한 고등학생이 되어야 해.",Claude,2,2,2,3,3,2
해야 한다' 진술,"[여자/16세]
---
엄마는 내가 할머니께 인사를 하지 않았다고 화내셨어야 한다. 나는 항상 예의바르게 행동해야 하는데 실수했다. 이렇게 중요한 일을 놓치면 안 된다. 앞으로는 꼭 인사를 해야 할 것이다.",Claude,2,2,3,3,3,2
해야 한다' 진술,"[여자/14세]
--- 
내가 열심히 공부하고 운동도 해야 한다. 학교 성적이 떨어질 순 없고, 운동 경기에서도 반드시 우승해야 한다. 그렇지 않으면 엄마께서 실망하실 것이다.",Claude,2,2,2,2,3,3
해야 한다' 진술,"[여자/16세]
---
창극배우가 되어야 해. 그래야 유명해지고 돈도 많이 벌 수 있을 거야. 국악이 힘들어도 포기할 수 없어. 이 길을 가야만 해.",Claude,2,2,3,3,2,3
해야 한다' 진술,"[여자/16세]
---
선생님께서 이 시험을 잘 봐야 한다고 하셨는데, 난 정말 잘 못할 것 같아. 친구들은 다 잘 보겠지만 나는 꼭 망칠 것 같아. 선생님 말씀대로 열심히 해야 하는데, 정말 걱정이 돼서 밤잠도 설쳐.",Claude,2,2,3,2,3,3
해야 한다' 진술,"[여자/16세]
---
화장실을 가지 않으려면 무엇을 해야 한다. 화장실에 가지 않으면 소변이 새어나올 것이다. 친구가 요실금이라고 말했으니 나도 그럴 것이다. 항상 소변을 참아야 하고 밖에서 화장실을 가지 말아야 한다. 그렇지 않으면 실수할 것이다.",Claude,2,2,2,2,3,2
해야 한다' 진술,"[여자/15세]
---
공부를 열심히 해야 하는데 정작 저는 게으르고 시간을 잘 관리하지 못해요. 이렇게 계속 시간만 보내면 나중에 후회할 거예요. 부모님도 저에게 좋은 대학에 가라고 말씀하시는데, 제가 실제로 행동하지 않으면 안 될 것 같아요.",Claude,2,2,3,2,3,3
해야 한다' 진술,"[여자/17세]
---
와, 저도 정말 해결해야 해. 친구를 화나게 했으니 빨리 사과를 해야 해. 나는 좋은 친구가 되어야 하는데 이런 실수를 해서는 안 돼. 앞으로는 더 신중히 행동해야 겠어.",Claude,2,3,3,3,3,3
해야 한다' 진술,"[여자/16세]
--- 
제가 중3에 다른 구로 이사를 가는데 고등학교를 지금 지역에서 받아야 한다. 친구처럼 일시적으로 주소지를 옮겨 고등학교 배정을 받고 나서 다시 실거주지로 돌아가야 한다. 이렇게 해야만 내가 원하는 고등학교에 갈 수 있어야 한다.",Claude,2,2,2,3,3,2
해야 한다' 진술,"[여자/16세]
---
엄마가 원하는 대로 공부를 해야 하는데, 학원 가기가 힘들어요. 그리고 이 집에서 살아야 한다고 하시는데, 저는 여기서 벗어나고 싶어요. 나도 부모님이 원하는 것을 하고 있지 않다는 것을 잘 알아요.",Claude,2,2,2,3,3,3
해야 한다' 진술,"[여자/14세]
---
전 남자친구를 정말 기다려야 해. 빨리 학교에 가서 기회를 잡아야 한다. 그렇지 않으면 영영 영향을 받을 수밖에 없을 거야. 꿈에서 나온 말에 따라 행동해야만 할 것 같다.",Claude,2,2,2,3,3,2
해야 한다' 진술,"[여자/17세]
---
친구들과 대화할 때는 진실한 내 모습을 감춰야 한다. 나의 답답한 마음을 털어놓으면 엄마께 부담만 줄 것 같아 말하지 못한다. 하지만 숨길 수 없는 이상한 생각들이 계속 나를 괴롭힌다.",Claude,2,2,3,2,2,3
해야 한다' 진술,"[여자/16세]
---
상담사를 번갈아가며 만나면 안 된다고 하는데, 왜 그런지 모르겠어. 상담을 받아야 정상적으로 치료를 받을 수 있는데, 상담사를 한 명만 만나야 한다니 그것도 이해할 수 없어.",Claude,2,2,2,3,3,2
해야 한다' 진술,"[여자/15세]
---
고1 전국연합 모의고사를 준비해야 하는데, 문제집을 고를 시간이 없어. 영어는 자이스토리나 마더텅 문제집을 풀어야겠지만, 다른 과목들도 빨리 공부해야 해. 완벽한 성적을 받아야만 부모님께서 기쁘실 거야.",Claude,2,2,3,3,3,3
해야 한다' 진술,"[여자/14세]
--- 
나는 옆반 짝남에게 꼭 말을 걸어야 한다. 그러지 않으면 영원히 말할 용기를 내지 못할 것 같다. 하지만 그가 나를 부담스러워할까봐 걱정돼서 계속 망설이고 있다. 나는 꼭 이번에 용기내어 말을 걸어야 한다.",Claude,2,3,3,3,3,3
해야 한다' 진술,"[여자/16세]
---
부모님은 내가 공부를 열심히 해야 한다고 말씀하셨어요. 하지만 저는 친구들이 많은 학교에 가고 싶어요. 공부를 잘해야 한다는 압박감에 너무 힘들어요. 너무 할 일이 많은데 도저히 모두 해낼 수 없을 것 같아요.",Claude,2,2,3,2,3,3
해야 한다' 진술,"[여자/17세]
--- 
앞으로 기말고사가 5주 밖에 남지 않았는데, 수학 시험을 꼭 교과서와 프린트 문제로만 준비해야 한다. 알피엠 문제집 2회독과 기출문제 풀이도 해야 한다. 시간이 많지 않아서 정말 효율적으로 공부해야만 한다.",Claude,2,3,3,3,3,3
해야 한다' 진술,"[여자/16세]
---
내가 완벽해야 해. 스트레스에 시달리면 안 되고, 항상 건강해야 한다. 매 끼니를 제대로 먹어야 하는데 몇 번은 토하게 된다. 부모님이 걱정하실 텐데 심리상담을 받아야 하나?",Claude,2,2,2,2,3,3
해야 한다' 진술,"[여자/16세]
---
특성화고에 가야 할 것 같아. 부모님께서도 그렇게 하라고 하시는데, 내가 꼭 그렇게 해야 하는지 잘 모르겠어. 정보도 부족하고 어떻게 해야 할지 모르겠어.",Claude,2,2,3,3,3,3
해야 한다' 진술,"[여자/16세]
---
집에 도착하자마자 엄마가 나를 향해 화를 냅니다. 집안일을 다 해내야만 한다고 말씀하시지만, 저는 이 모든 것을 혼자서 감당할 수 없어요. 엄마께 도와달라고 부탁했지만 엄마는 듣지 않으셨어요.",Claude,2,2,3,2,3,3
해야 한다' 진술,"[여자/16세]
---
학교와 학원을 다녀야 하는데, 친구 생일 선물도 사야 하고 머리도 깎아야 한다. 매월 받는 용돈 50,000원으로는 모든 것을 해결할 수 없어야 한다. 부모님은 내가 50,000원으로 살아갈 수 있다고 생각하지 않아야 한다.",Claude,2,2,2,2,3,2
해야 한다' 진술,"[여자/15세]
--- 
나는 언제나 최선을 다해야 한다. 하지만 최근 집중력이 떨어져 물건을 자주 잃어버리고 까먹는다. 이 문제를 해결하지 않으면 실패자가 될 것 같아 걱정이다. 반드시 이런 습관을 고쳐야 한다.",Claude,2,2,3,3,3,3
해야 한다' 진술,"[여자/16세]
---
항상 웃고 있어야 한다. 친구를 많이 사귀어야 한다. 완벽해야 한다. 하지만 현실은 그렇지 않아서 힘들다. 혼자서 모든 것을 해결해야 한다는 압박감에 시달린다.",Claude,2,3,2,2,3,3
해야 한다' 진술,"[여자/17세]
---
힘들어 보이는 친구들을 보면 뭔가 해결책을 찾아야 한다. 하지만 나도 학교생활에 지쳐 있고 가정 문제로 힘든 상황이라 어떻게 해야 할지 모르겠다. 평화로운 일상을 보내야 하는데 난 그럴 수가 없어 속상하다.",Claude,2,2,2,3,2,3
해야 한다' 진술,"[여자/18세] 
---
이번 겨울방학에 빨리 2학년이 되어 성적과 벌점을 모두 개선해야 한다. 그렇지 않으면 인문계 전학은 불가능할 것이다. 철저히 준비하여 꼭 목표를 이루어야만 한다.",Claude,2,3,3,3,3,3
해야 한다' 진술,"[여자/16세]
---
이 시험에서는 반드시 올백을 받아야 해. 그렇지 않으면 목표한 명문대에 갈 수 없을 거야. 인강 없이도 완벽한 성적을 내야 하는데, 그러지 못한다면 나는 실패자일 수밖에 없어.",Claude,2,2,2,2,3,3
해야 한다' 진술,"[여자/17세]
---
공부를 너무나 열심히 해야 한다고 생각해요. 그렇지 않으면 모든 게 실패할 것 같아요. 매일 밤늦게까지 숙제를 하고도 결과가 좋지 않으니 정말 답답하네요. 내가 하는 모든 게 부족해 보여 너무 힘들어요.",Claude,2,2,3,3,3,3
해야 한다' 진술,"[여자/17세]
--- 
이번 수행평가에서 꼭 좋은 점수를 받아야 해. 그렇지 않으면 부모님께서 실망하실 거고, 내가 정말 열심히 공부했는데도 부족한 학생이 될 것 같아 너무 걱정돼요. 이번에는 실수할 수 없어요.",Claude,2,2,3,2,3,3
해야 한다' 진술,"[여자/15세]
---
내가 이 시험에 완벽해야 한다. 그렇지 않으면 나는 실패자가 될 것이다. 대학을 가려면 최소한 하루에 5시간은 공부해야 한다. 그렇지 않으면 결코 원하는 꿈을 이룰 수 없을 것이다.",Claude,2,3,2,2,3,3
해야 한다' 진술,"[여자/16세]
---
학교에서 열심히 공부해야 한다. 친구들과도 더 잘 지내야 한다. 엄마께 효도를 해야 한다. 하지만 너무 부담감이 커서 집중이 잘 안 된다. 난 실패자가 될 수밖에 없어.",Claude,2,2,2,2,2,2
해야 한다' 진술,"[여자/16세]
---
엄마가 말씀하신대로 공부를 더 열심히 해야 할 텐데, 정말 힘들어요. 친구들과 놀고 싶지만 제가 게으르다고 이렇게 야단을 맞아야 해요. 부모님의 기대에 부응해야 한다는 압박감 때문에 점점 스트레스만 쌓이는 것 같아요.",Claude,2,2,3,2,3,3
해야 한다' 진술,"[여자/16세]
---
책상에 앉아 있어야 하는데 자꾸 멍하게 있어야 한다. 선생님께 물어봐야 하는데 말을 잘 못하겠다. 완벽해야 한다는 생각에 스트레스가 쌓인다. 왜 이렇게 밖에 못하는 걸까?",Claude,2,2,2,3,3,3
해야 한다' 진술,"[여자/17세]
---
남자친구와 비밀연애를 하고 있지만, 그가 얼마나 티를 내는지 짜증이 나. 나는 그를 좋아하지 않는 것 같아. 그런데 이별을 하려면 먼저 만나서 해야 하는데, 뭔가 부담스럽다. 차라리 톡으로라도 해야 할지 고민이다.",Claude,2,2,3,3,2,2
해야 한다' 진술,"[여자/16세] 
---
친구가 연락은 해도 되는데 만나기는 싫다고 하니, 나는 무조건 친구를 만나야 한다고 생각해. 아니면 친구가 화낼까봐 걱정돼. 이런 상황에서 내가 어떻게 해야 할지 모르겠어.",Claude,2,2,3,2,3,3
해야 한다' 진술,"[여자/17세]
---
상담이 필요한데 부모님께 말씀드려야 한다. 하지만 개인정보를 모두 말씀드려야만 할까? 부모님이 걱정하실 거 같아서 차마 말씀드리기 어렵다. 내가 꼭 해야 하는 일인데도 불안하다.",Claude,2,2,3,3,3,3
해야 한다' 진술,"[여자/16세]
---
엄마, 아빠 모르게 상담을 받아야 해. 독일에 있어 한국에 갈 수 없지만, 나는 우울증을 혼자 극복해야 해. 이대로는 앞으로 아무것도 할 수 없을 것 같아.",Claude,2,2,2,3,3,3
해야 한다' 진술,"[여자/17세]
---
학교에서 좋은 성적을 받아야 해, 그렇지 않으면 나는 실패자가 될 거야. 친구들과 노닐 시간도 줄여야 해, 공부에만 집중해야 해. 완벽을 기해야 하고, 부족한 점이 있다면 비난받아 마땅해.",Claude,1,2,2,2,2,3
해야 한다' 진술,"[여자/17세]
---
시험을 잘 봐야 한다. 그렇지 않으면 나는 실패자가 될 것이다. 공부 안 하고 싶지만, 돈 많은 연예인이 되어야 한다. 그래야 미래에 하기 싫은 일을 하지 않아도 된다.",Claude,2,2,2,2,3,2
해야 한다' 진술,"[여자/16세]
---
매번 여행이나 시험 전날 잠이 오질 않아요. 그래서 항상 최고의 컨디션으로 준비해야 한다고 생각하는데, 정작 컨디션이 좋지 않아 힘들어하곤 합니다. 이럴 때 어떻게 해야 할지 모르겠어요.",Claude,3,3,3,3,3,3
해야 한다' 진술,"[여자/17세]
--- 
오빠와 연락이 된 지 오래되어 어색한 사이가 되었어요. 하지만 나는 반드시 어색한 상황을 빨리 해결해야 하고, 오빠와 과거처럼 편하게 대화할 수 있어야 합니다. 무슨 말을 해야 할지 모르겠지만, 어떤 방법이든 관계를 회복해야 해요.",Claude,2,2,3,3,3,3
해야 한다' 진술,"[여자/17세]
---
올해는 꼭 공부를 열심히 해야 해. 성적이 좋지 않으면 대학에 갈 수 없을 거야. 그렇게 되면 좋은 직장을 갖지 못할 것 같아. 나는 완벽해야 한다는 압박감에 시달리고 있어.",Claude,2,2,3,2,3,3
해야 한다' 진술,"[여자/15세]
---
전학을 해야 하는데 평준화 지역이라서 전학이 불가능하다니 너무 화가 난다. 내 진로를 위해 특별전형을 신청해야 하지만 불가능하다고 하니 너무 좌절스럽다. 나는 완벽해야 한다는 압박감에 시달리고 있다.",Claude,2,2,2,3,3,3
해야 한다' 진술,"[여자/17세]
---
나는 시험에서 만점을 받아야 해. 그렇지 않으면 내가 공부를 충분히 하지 않은 것이라고 생각할 것 같아. 선생님과 부모님께서 나에게 기대하시는 바를 져버리면 안 된다고 느낍니다.",Claude,2,2,2,2,3,3
해야 한다' 진술,"[여자/17세]
---
친구와의 갈등이 계속되고 있어요. 지금 상황을 개선해야 해, 나의 잘못을 인정하고 그 친구의 마음을 이해해야 합니다. 또한 그 친구가 원하는 대로 행동해야 관계를 회복할 수 있을 거예요.",Claude,2,3,3,2,2,3
해야 한다' 진술,"[여자/15세]
--- 
우울한 이유를 설명해야 한다고 해요. 하지만 왜 우울한지 모르겠어요. 그냥 이유 없이도 우울할 수 있어야 해요. 괜히 이유를 찾으려고 하면 오히려 더 힘들어질 것 같아요.",Claude,2,2,3,3,3,3
해야 한다' 진술,"[여자/16세]
--- 
선생님이 저에게 숙제를 열심히 해야 한다고 하셨어요. 안 하면 성적이 내려갈 거라고 하셨죠. 저도 열심히 해야 하는데, 정말 힘들어요. 시간이 부족해서 잠도 제대로 못 자겠어요.",Claude,1,2,3,2,2,3
해야 한다' 진술,"[여자/15세]
---
잠을 제대로 자지 못해서 너무 힘들어요. 하루 종일 집에만 있어야 하고 공부도 제대로 할 수 없어요. 이래서는 안 되는데, 나는 늘 건강하고 활동적이어야 해.",Claude,2,2,2,3,3,3
해야 한다' 진술,"[여자/17세]
---
화가 나면 바른 말을 해야 한다. 그렇지 않으면 남에게 상처를 줄 수 있다. 하지만 때로는 감정을 억누르기 어려워 실수를 저지르게 된다. 이러한 행동을 통제하고 싶지만, 쉽지 않다고 생각한다.",Claude,2,2,3,3,2,3
해야 한다' 진술,"[여자/15세]
---
이 시험에서 좋은 점수를 받아야 해. 엄마가 기대하시니까 실수할 수 없어. 친구들보다 더 잘해야 돼. 그렇지 않으면 실패자가 될 거야.",Claude,2,2,2,1,3,3
해야 한다' 진술,"[여자/16세]
---
겉눈썹과 속눈썹이 빠지고 있어서 너무 걱정돼. 기간은 어느 정도일지, 다 날 지 궁금하지만 모든 게 다 잘 되어야 한다. 빨리 나아져야 하는데, 그렇지 않으면 문제가 될 것 같아.",Claude,2,2,2,3,3,2
해야 한다' 진술,"[여자/16세]
--- 
내가 친구들과 어울려야만 한다. 친구가 없으면 완전히 고립될 것 같다. 모든 사람들이 나를 좋아해야 하는데 그렇지 않다면 내가 문제가 있는 사람일 게 분명하다.",Claude,2,2,2,2,3,3
해야 한다' 진술,"[여자/17세]
--- 
나는 항상 모든 일을 완벽하게 해내야 한다고 생각했어. 그래서 친구들과 갈등이 생기면 너무나도 스트레스를 받아 조퇴하고 결석하게 됐어. 하지만 이러면 학업에도 문제가 생길 수 있다는 걸 알아야 해.",Claude,2,2,3,3,3,3
해야 한다' 진술,"[여자/16세]
---
중3이 되면 이제 고등학교 진학을 위해 노력해야 해. 공부만 하는 인문계가 힘들지만 그래도 선호하는 이유가 있으니 더 열심히 해야 할 것 같아.",Claude,2,2,3,3,2,3
해야 한다' 진술,"[여자/17세]
---
학원 가야 한다는데 안 가면 실력이 늘지 않을 것 같아. 친구들은 다 입시반에 가는데 나만 못 가면 뒤처질 것 같아. 나도 춤을 좋아하지만 실수할까 봐 걱정돼.",Claude,2,3,3,3,3,3
해야 한다' 진술,"[여자/17세]
--- 
아버지께서 새 노트북을 사 주기로 하셨는데 갑자기 취소하셨어요. 내가 직접 구매해야 한다고 하시네요. 계속 설득해서 그 노트북은 반드시 사야 해요. 안 사면 학교 생활이 힘들 거예요.",Claude,2,2,2,3,3,3
해야 한다' 진술,"[여자/17세]
---
전남친 때문에 오늘은 일찍 집에 들어가야 했는데, 마트에서 지랄하며 멀뚱멀뚱 서있었어. 제가 잘하려고 노력해도 지랄만 하는 게 화나. 나는 지위 중심이어야 하고 제가 잘못한 건가?",Claude,2,2,2,3,3,2
해야 한다' 진술,"[여자/17살]
---
난 엄마가 내 룸메이트는 어떻게 선택해야 한다고 하셨지만, 이 작은 방에 누군가 더 있어야만 한다는 게 싫어. 엄마는 그럴 땐 내가 더 책임감 있게 행동해야 한다고 말씀하신다.",Claude,2,2,2,2,2,2
해야 한다' 진술,"[여자/15세]
--- 
전학가야 해. 여기 학교에서 너무 힘들어. 친구들도 날 무시하고 선생님들도 나를 싫어하시는 것 같아. 이제 나는 완전히 실패자가 되어버린 것 같아. 어떻게든 이 상황에서 벗어나야 해.",Claude,2,2,3,3,3,3
해야 한다' 진술,"[여자/16세]
---
학교에 가서 공부를 열심히 해야 한다. 쉬는 시간에는 친구들과 잘 어울려야 한다. 숙제도 모두 정성스럽게 해야 한다. 그래야 부모님과 선생님께 인정받을 수 있다.",Claude,1,2,2,2,3,3
해야 한다' 진술,"[여자/15세]
---
이 새로운 학교에 잘 적응해야 해. 선배들이나 선생님이 말씀해주신 대로 열심히 공부해야 할 것 같아. 중학교 때와는 달리 성적도 중요해질 테니까 노력을 해야겠어.",Claude,2,3,3,3,3,3
해야 한다' 진술,"[여자/17세]
---
친구가 너무 친하게 대해야 한다고 생각했지만, 점점 부담스러워졌어요. 말을 이어나가기 위해 무슨 말을 해야 할지 모르겠네요. 내가 잘하지 못했던 건 아닐까 걱정돼요.",Claude,2,2,2,2,2,2
해야 한다' 진술,"[여자/16세]
---
나는 엄마의 반복적인 요구에 힘들어요. 엄마는 늘 제가 방에만 있으면 나오라고 하세요. 하지만 나는 혼자 생각과 마음을 정리해야 합니다. 엄마의 이해를 구하고 싶지만, 어떻게 말씀드려야 할지 모르겠어요.",Claude,3,2,3,3,3,3
해야 한다' 진술,"[여자/16세]
---
시험에서 만점을 받아야 해. 그래야 부모님도 만족하시고 친구들에게 자랑할 수 있어. 점수가 높지 않으면 미래에도 좋은 대학에 갈 수 없을 거야. 이번에 성공하지 못하면 나는 실패자가 되고 말 거야.",Claude,2,2,2,2,3,3
해야 한다' 진술,"[여자/16세]
---
엄마께서 나에게 당장 집에 오라고 하셨어. 엄마의 말씀을 무시해서는 안 되고, 돌아가서 그 자리에 당장 있어야 해. 내 행동이 엄마를 속상하게 한 것 같아 죄송한 마음뿐이야.",Claude,1,2,3,2,2,3
해야 한다' 진술,"[여자/16세]
---
항상 좋은 성적을 받아야 한다. 운동도 열심히 해야 하고 동아리 활동도 열심히 해야 한다. 그렇지 않으면 실패자가 될 것 같아 불안해요. 부모님도 더 좋은 대학에 보내주셔야 한다고 하시니 점점 힘들어져요.",Claude,2,2,2,2,3,3
해야 한다' 진술,"[여자/15세]
---
나는 친구와의 관계를 회복해야 한다. 하지만 어떻게 먼저 연락해야 할지 모르겠다. 학교에서도 아는 척을 해야 하는데, 이번에는 내가 먼저 다가가는 것이 어려운 상황이다.",Claude,2,2,3,3,3,3
해야 한다' 진술,"[여자/16세]
---
공부를 하지 않으면 실패자가 되어야 한다. 책을 읽지 않으면 무지한 사람이 되어야 한다. 그래야만 상식 있는 지적인 사람이 될 수 있다고 생각했다.",Claude,2,2,2,2,3,3
해야 한다' 진술,"[여자/15세]
---
엄마는 가정일을 도와야 하고, 나는 성적을 높여야 한다. 하지만 언니의 병이 심각해서 힘들어요. 친구들도 나를 괴롭혀야 한다고 생각합니다. 앞으로 나는 평생 이렇게 살아야 할까요?",Claude,2,2,2,2,3,2
해야 한다' 진술,"[여자/17세]
---
학업에 전념해야 한다고 늘 마음에 졸리지만, 가끔은 짧은 휴식도 필요한 건 아닐까? 하지만 그러면 다른 일에 지장이 갈 수도 있어 걱정돼.",Claude,2,2,3,2,3,2
해야 한다' 진술,"[여자/17세]
---
방과 후 집에 와서도 과제를 하지 않으면 안 된다고 생각해요. 공부를 게을리해선 안 된다고 엄마께서 늘 말씀하셔서 늘 시간에 맞춰 해내야 한다는 압박감이 있어요.",Claude,2,2,3,2,3,3
해야 한다' 진술,"[여자/18세]
--- 
친구들은 내가 불안하고 극단적으로 생각한다고 해야 한다 말하지만, 남자친구와 연락하지 않으면 불안해서 죽고 싶은 생각이 들어야 한다. 무엇이든 남자친구 곁에 있어야 한다.",Claude,2,2,2,2,3,2
해야 한다' 진술,"[여자/17세]
---
시험 성적이 기대만큼 오르지 않아 너무 실망스럽다. 성공하려면 항상 최선을 다해야 하는데 나는 결국 실패자가 된 것 같다. 모든 게 내 탓이라 생각하니 자책감에 휩싸인다.",Claude,2,2,3,2,3,3
해야 한다' 진술,"[여자/15세]
---
선생님께서는 이 학교에 더 계셔야 합니다. 저희 학교에 오랫동안 계신 선생님들이 더 좋습니다. 이번에 다른 학교로 가신다면 저희가 어떻게 해야 할지 모르겠네요. 선생님이 만약 떠나신다면 저희는 적응하기 힘들 것 같아요.",Claude,2,2,3,3,3,3
해야 한다' 진술,"[여자/17세]
---
내가 자퇴생이라는 현실을 인정해야 한다. 나는 다시 학교에 다녀야만 한다. 다른 학교에 입학할 수 있어야 한다. 이번 기회를 놓치면 안 된다.",Claude,2,2,2,3,3,3
해야 한다' 진술,"[여자/16세]
---
평소에는 늘 진지한 분위기여야 했는데, 재미있게 놀며 서로를 이해하고 싶어. 하지만 늘 그래야 한다는 압박감에 진심을 숨기게 되는 거 같아.",Claude,2,2,2,3,3,3
해야 한다' 진술,"[여자/18세]
---
왜 내가 좋아하는 사람은 내 절친을 좋아해야 하는 걸까요. 내가 좋아하는 사람이랑 내 절친이랑 다르게 대해야 하는데, 하필 내 절친을 좋아하게 된다니 정말 어떡해야 할지 모르겠어요. 나랑 둘 다 포기할 수는 없는데...",Claude,2,2,2,2,3,3
해야 한다' 진술,"[여자/17세]
---
평소에 잘 웃지 않지만 친구들 앞에서는 항상 웃어야 한다. 대화할 때도 적절한 반응을 보여야 한다. 평소 좋아하는 그림들을 그리면 안 된다. 나는 정상적인 사람이 돼야 한다.",Claude,2,2,2,2,3,3
해야 한다' 진술,"[여자/17세]
---
제가 고등학교 2학년인데 다른 학교로 전학을 가야 해. 2학년 1학기에만 전학이 가능하다고 하니 제발 빨리 결정을 내려야 해. 이 기회를 놓치면 다음에는 전학할 수 없을 거야.",Claude,2,3,3,3,3,3
해야 한다' 진술,"[여자/16세]
--- 
이 키는 안 커도 돼. 사람들은 키가 크면 좋다고 하지만 난 더 이상 자랄 필요가 없어. 다른 친구들처럼 내 키도 160cm만 되면 충분히 괜찮을 거야. 하루빨리 더 자라지 않도록 노력해야 해.",Claude,2,2,2,2,3,3
해야 한다' 진술,"[여자/16세]
--- 
어머니는 항상 제가 바르게 자라야 한다고 하셔서 통금 시간을 엄격하게 정하시고 밖으로 나가는 것마저 제한하십니다. 집에만 있어야 한다며 매일 제 위치를 보고하라고 하시는데 제 자유가 없어서 힘듭니다.",Claude,2,3,3,2,2,3
