Cognitive Distortion,Generated Story,Generative Model,Gpt Consistency,Gpt Accuracy,Gpt Fluency,Claude Consistency,Claude Accuracy,Claude Fluency
확대와 축소,"[남자/15]
---
숙제, 엄청 어려워. 하나도 못 풀겠어.  선생님께 혼날 거 같고,  다른 애들은 다 잘하는데 나만 못하는 것 같아.  내 인생 망했어.  이대로는 절대 안 돼.
",Gemini,3,3,3,2,2,2
확대와 축소,"[남자/18]
---
고등학교 2학년 때 자퇴했어.  한 번의 실수가 인생 전체를 망친 것 같아.  내 미래는 끝장났고, 다시는 예전처럼 될 수 없을 거야.  복학?  어림도 없지.  결국 낙오자로 남을 거야.  작은 실수가 전부를 삼켜버렸어.
",Gemini,2,3,3,2,2,2
확대와 축소,"[여자/18]
---
방과 후, 텅 빈 교실.  나의 작은 실수 하나가  전교생의 조롱으로,  결국 학교 전체의 실패로 커졌다.  하지만  칭찬받았던  발표는  아무것도 아니었다.  내가 망쳤다.  모든 것이 끝났다.
",Gemini,2,3,3,2,2,2
확대와 축소,"[남자/17세]
---
학교가 끔찍해.  결석이 많아 전학을 가야 하는데, 같은 구 내 학교로는 전학 갈 수 없을 것 같아.  내 잘못이 전부인 것 같고, 다른 학교에서도 적응 못 할 거란 생각에 미칠 것 같아.  결국 난 망한 거야.  아무도 날 이해하지 못해.
",Gemini,2,3,3,2,2,2
확대와 축소,"[여자/15]
---
친구 수진이 자꾸 스킨십을 해.  팔짱 끼는 건 괜찮은데,  어깨를 만지거나 머리를 쓰다듬는 건 견딜 수 없어.  작은 행동인데,  내게만 하는 것 같아서 엄청 불쾌해.  마치 내가 싫어하는 사람이 된 기분이야.  단순한 장난이 아니라고 확신해.  내 기분은 아주 나쁘고,  수진이는 점점 더 과해지고 있어.
",Gemini,3,3,3,3,3,3
확대와 축소,"[여자/18]
---
실기시험이 코앞인데, 4교시만 듣고 학원에 가는 게 괜찮을까?  한 번의 무단지각이  내 모든 것을 망칠 것 같아.  작은 실수 하나가 대학 합격을 좌우할 거라는 생각에 숨이 막혀.  결국, 나는  실패할 거야.
",Gemini,2,3,3,2,2,2
확대와 축소,"[여자/17세]
---
어제 담임 선생님께 혼났다.  작은 실수 하나 때문에.  내가 망친 거 같다.  전교생 앞에서 웃음거리가 된 기분.  단순한 실수인데,  마치 내 인생 전체가 망한 것처럼 느껴진다.  다들 나를 비웃을 거야.  앞으로 학교에 어떻게 가나.
",Gemini,2,3,3,2,2,2
확대와 축소,"[여자/17세]
---
특성화고 면접 전화,  목소리만 들어도 심장이 쿵쾅거려.  한마디 잘못하면 떨어질 것 같아.  작은 실수 하나가  모든 걸 망칠 거라는 생각에  숨도 제대로 못 쉬겠어.  면접은 곧 재앙이 될 거야.  합격은 이미 물 건너갔어.
",Gemini,3,3,3,2,3,3
확대와 축소,"[남자/14]
---
시험 한 문제 틀렸다고,  내 인생은 망한 거 같아.  하찮은 실수 하나에 모든 게 무너지는 기분이야.  앞으로도 계속 망할 거 같고, 아무것도 잘 될 것 같지 않아.  심장이 쿵 내려앉는 소리가 들려.
",Gemini,2,3,3,2,2,3
확대와 축소,"[남자/17]
---
4교시 지각으로 생기부에 낙인이 찍힐까 봐 불안하다. 단 한 번의 실수인데, 마치 내 인생 전체가 망한 것처럼 느껴진다.  작은 실수가 엄청난 결과를 불러올 거라는 생각에 잠 못 이루겠다.  미래가 암담하다.
",Gemini,3,3,3,2,2,3
확대와 축소,"[여자/17세]
---
걔 때문에 엄청 힘들었어. 작은 실수 하나에도 엄청난 싸움으로 번지고,  내 잘못 아닌 것까지 다 내 탓 같았어.  결국 멀어졌지만,  그때의 기억은  작은 상처가 아닌 커다란 상처로 남아 날 괴롭혀.  내 잘못은 아닌데…  다 내 탓인 것 같아.
",Gemini,2,2,3,2,3,3
확대와 축소,"[여자/17]
---
결석 일수가... 벌써 이렇게나 됐어.  하루 더 빠지면 숙려제 대상이래.  작은 감기였는데,  앞으로의 모든 게 망한 것 같아.  출석일수 채우는 건 불가능해 보이고,  졸업도 어려울 거야.  내 인생은 끝장이야.
",Gemini,2,3,3,2,2,2
확대와 축소,"[여자/17세]
---
친구가 내 사진을 몰래 찍어 인터넷에 올렸어.  처음엔 별거 아니라고 생각했는데, 점점 커지는 것 같아.  내 얼굴이 온 세상에 퍼진 기분이야.  망했어.  내 인생 망했어.  아무도 날 좋아하지 않을 거야.
",Gemini,2,3,3,2,2,3
확대와 축소,"[여자/17]
---
여고 첫날, 늦잠으로 지각했다.  작은 실수지만,  전학 온 내가 모든 수업을 망칠 거라는 생각에 휩싸였다.  단 한 번의 실수가 학교생활 전체를 좌우할 거란 불안감에,  심장이 쿵쾅거렸다.  결국,  하루 종일 숨 막히는 불안에 시달렸다.
",Gemini,3,3,3,2,3,3
확대와 축소,"[여자/16]
---
숨이 턱 막혀.  시험 망쳤다고 생각하니, 온 세상이 무너지는 것 같아.  작은 실수 하나가 모든 걸 망친 것처럼 느껴져.  다른 건 아무것도 보이지 않아.  앞으로도 계속 이럴 것 같아.  내 인생은 끝장났어.
",Gemini,2,3,3,2,3,2
확대와 축소,"[남자/17세]
---
시급 계산 실수 때문에 몇 천 원 적게 받았다.  겨우 몇 천 원이지만,  내가 2주 동안 고생한 시간은 몇 천 원으로 폄하된 것 같다.  이번 학기 등록금 마련도 힘들어질 텐데…  이 일로 인해 앞으로도 계속 돈 걱정만 하게 될 것 같아.
",Gemini,2,3,3,3,2,2
확대와 축소,"[남자/17]
---
수학 시험 한 문제 틀렸다고, 내 인생이 망한 것 같다.  하나의 실수가 모든 걸 망칠 거라는 생각에 잠 못 이룬다.  작은 실수가 전부를 삼켜버릴 것만 같아.  미래는 암흑이고, 나는 아무것도 할 수 없어.
",Gemini,2,3,3,2,2,2
확대와 축소,"[여자/18]
---
내 성적으론 심리학과는 꿈도 못 꿀 거야.  한 과목 망친 게 전부인데, 마치 모든 게 끝장난 것 같아.  작은 실수가  내 모든 노력을 무의미하게 만들어 버린 것 같아.  나는 완전히 실패자야.  
",Gemini,2,3,3,2,2,2
확대와 축소,"[여자/15세]
---
엄마한테 또 혼났다.  숙제 늦은 건 사소한 실수인데,  엄마는 마치 내 인생 전체가 망한 것처럼 화를 냈다.  내 잘못이긴 하지만,  세상이 무너지는 것 같았다.  방에 혼자 있는데,  숨 막힐 것 같다.  내일 학교 가는 것도 두렵다.
",Gemini,3,3,3,2,3,2
확대와 축소,"[여자/16세]
---
엄마의 짜증 섞인 한마디가 온 세상을 무너뜨리는 것 같았다.  작은 실수 하나가 엄청난 실패로,  잠깐의 냉담함이 영원한 거절로 느껴진다.  나의 모든 노력은 무시당하고,  엄마의 짜증만이 커다랗게 확대된다.  나는 아무것도 아닌 존재처럼 작아졌다.
",Gemini,3,3,3,2,3,3
확대와 축소,"[여자/16]
---
드디어 내일 그 친구를 만난다.  하지만 긴장돼.  내가 실수하면 어쩌지?  아무 말도 못하고 망칠 것 같아.  한 마디라도 잘못하면,  우리의 만남은 완전히 실패할 거야.  그냥 집에 있는 게 나을까?  이미 망한 것 같아.
",Gemini,2,3,3,2,3,3
확대와 축소,"[여자/17세]
---
친구들의 웃음소리가 귓가에 맴돌아.  내가 실수한 건 사소한데, 마치 모두가 나를 비웃는 것처럼 느껴져.  작은 실수 하나가 나를 완전히 망친 것처럼,  나는 점점 작아지는데,  그들의 웃음은 커져만 가.  숨 막혀.
",Gemini,3,3,3,2,2,2
확대와 축소,"[남자/17]
---
시험 점수가 조금 낮았을 뿐인데,  앞으로 내 인생은 망한 거 같아.  수학은 잘했지만, 다른 과목은 끔찍했어.  내 노력은 아무것도 아니었고,  나는 완전히 실패자야.  작은 실수가 모든 걸 망쳤어.
",Gemini,2,3,2,2,2,2
확대와 축소,"[여자/17세]
---
민지가 돈 때문에 날 이용했다는 소문이 퍼졌다.  내 잘못은 없는데, 마치 내가 모든 걸 망친 것처럼 느껴진다.  모든 친구들이 나를 멀리할 것 같고, 학교에 가는 것조차 끔찍하다.  이젠 아무도 날 좋아하지 않을 거야.  세상이 무너지는 기분이다.
",Gemini,2,3,3,2,2,3
확대와 축소,"[여자/16세]
---
엄마는 내가 핸드폰 사용 시간을 정했다는 걸 무시하고, 작은 실수를  엄청난 범죄처럼 과장해요.  내 노력은 보이지 않고,  엄마의 화만 커져요.  나는 아무것도 할 수 없다는 생각에 숨이 막혀요.  모든 게 다 망한 것 같아요.
",Gemini,2,3,3,3,3,3
확대와 축소,"[남자/17세]
---
걔랑 말 섞는 건,  내 인생 최대의 난관처럼 느껴져.  친구가 걔랑 친하다지만,  나한테 말 걸면 엄청 어색할 거 같고,  무시당할까 봐 두려워.  내가 먼저 말 걸면  실패할 거라는 생각뿐이야.  결국 혼자 남는 거지.  아무도 나랑 안 놀아줄 거야.
",Gemini,3,3,3,2,2,2
확대와 축소,"[여자/18]
---
원화여고 생활은 지옥이야.  내신 따기는 하늘의 별 따기고,  전학 가고 싶은 신명고는 꿈도 못 꿀 만큼 멀게만 느껴져.  같은 대구지만,  내겐 넘을 수 없는 장벽이야.  학교장 추천?  절대 안 될 거야.  모든 게 다 망한 것 같아.
",Gemini,2,3,3,3,3,3
확대와 축소,"[남자/17세]
---
수업 중, 선생님의 시선이 나에게만 집중된 것 같았다.  심장이 쿵 내려앉았다.  내가 실수한 부분만 확대해 생각하니,  전체 수업이 망친 것처럼 느껴졌다.  작은 실수 하나가 엄청난 실패로 보였다.  모두가 나를 비웃고 있다는 생각에 숨 막힐 것 같았다.
",Gemini,2,3,3,3,3,3
확대와 축소,"[남자/15세]
---
담배 한 대가 천 배의 후회로 돌아왔다.  엄마 표정이 눈에 선하고,  내 숨소리마저 죄책감으로 가득 차 있다.  금연 주사? 효과 없을 거야.  나는 이미 끝장난 거니까.
",Gemini,2,3,3,2,2,2
확대와 축소,"[여자/17세]
---
걔는 내가 하는 모든 걸 깎아내려.  내 새 신발?  ""싼 티 난다""고 했어.  작은 실수 하나에도 ""역시 너답다""라며 엄청 과장하고,  내가 잘한 건 무시해.  결국엔  내가 아무것도 못하는  무능한 애로 보이는 거 같아.  학원도 그만두고 싶어.
",Gemini,2,3,2,2,2,2
확대와 축소,"[여자/14]
---
학교 가기 싫어.  하루 빠진 게 일주일처럼 느껴져.  작은 피로감이 엄청난 병처럼 느껴지고,  잠깐의 늦잠이  내 인생의 몰락처럼 느껴져.  결국 자퇴할 거야.  아무것도 할 수 없어.  모든 게 끝장났어.
",Gemini,2,3,3,2,2,2
확대와 축소,"[여자/17세]
---
가슴이 쿵쾅거리고 숨이 턱 막혀.  시험 결과가 안 좋았을 뿐인데, 마치 세상이 끝난 것 같아.  내 미래는 완전히 망한 거고, 아무것도 할 수 없어.  작은 실수가 모든 걸 망쳤어.  다 내 잘못이야.
",Gemini,2,3,3,2,2,2
확대와 축소,"[남자/17세]
---
시험 한 문제 틀렸다고 선생님께 혼났다.  내 실력이 부족해서 모두 망칠 거라는 생각에 잠 못 이뤘다.  단순한 실수인데, 마치 내 인생 전체가 무너지는 것 같았다.  앞으로도 계속 망할 거라는 불안감에 휩싸였다.
",Gemini,2,3,3,2,2,3
확대와 축소,"[남자/17]
---
내 작은 실수 하나가 모든 걸 망칠 거야.  약사가 되는 것도, 교수가 되는 것도 다 힘들 거라고 생각하니, 아무것도 할 수 없다는 생각에 휩싸여.  부모님께 죄송하고, 미래는 암담해.  내가 뭘 잘못한 걸까.  결국엔 아무것도 안 될 거 같아.
",Gemini,2,3,3,2,2,2
확대와 축소,"[여자/16세]
---
친구와 말다툼 후, 사과 문자를 보냈지만 답장이 없어.  작은 실수가 모든 걸 망친 것 같아.  우리 우정은 끝장났고,  나는 혼자가 될 거야. 아무도 날 이해 못할 거야.  다 내 잘못이야.
",Gemini,3,3,3,2,3,3
확대와 축소,"[여자/15]
---
소소한 장난이었는데,  내가 그 친구를 좋아한다는 건 마치 세상이 무너지는 것만 같아.  친구들의 놀림은 작은 먼지지만,  내 마음은 폭풍처럼 커져만 가.  그냥 우정이라고 생각하고 싶은데,  손을 잡았을 때의 설렘은 너무 커.  이게 진짜 좋아하는 건지, 아니면 착각인지 몰라.  모든 게 불확실해.
",Gemini,3,3,3,3,3,3
확대와 축소,"[여자/17]
---
친구랑 싸웠어.  걔 때문에 내가 왕따 당하는 것 같아.  혼자 남겨지는 게 너무 무서워.  다른 애들도 나랑 안 놀면 어떡하지?  작은 실수가 엄청난 결과를 불러올 것 같아.  내 인생 망했어.
",Gemini,2,3,3,2,2,2
확대와 축소,"[남자/17세]
---
엄마는 내가 게임만 한다고 화내셨다.  한 번의 실수가 모든 걸 망친 것 같다.  내 인생은 망했고,  앞으로 아무것도 잘 될 리 없다.  엄마 말은 틀렸지만,  내 모든 노력은  하찮은 것처럼 느껴진다.  결국 난 실패자다.
",Gemini,2,3,3,2,3,2
확대와 축소,"[남자/18]
---
학교에선 괜찮은데, 집에만 오면 작은 실수 하나에도 엄청난 실패처럼 느껴져. 방 청소 좀 덜 했을 뿐인데,  내 인생 전체가 엉망인 것 같아.  하찮은 일이 엄청난 문제로 부풀려지고, 좋은 일은 아무것도 아닌 것처럼 작아져 버려.
",Gemini,3,3,3,2,3,3
확대와 축소,"[남자/17세]
---
도움반 친구들과 웃으며 놀았지만,  원반 애들의 시선은 날 찌르는 칼 같았다.  내 작은 실수 하나가 엄청난 실패처럼 느껴진다.  모두가 나를 비웃는 것 같아.  내 노력은 보이지 않고,  실패만 커다랗게 부풀어 오른다.
",Gemini,2,3,2,2,3,2
확대와 축소,"[여자/15세]
---
고모네 집이 천국 같다. 엄마와의 싸움은 지옥처럼 커진다.  엄마의 한마디가 온 세상을 무너뜨리는 것 같아.  고모네서 웃는 내 모습은 작고 초라해 보인다.  내 작은 행복은 아무것도 아니고, 엄마의 잔소리는 세상의 전부 같다.  내가 잘못한 게 아닌데, 죄책감이 엄청나게 커진다.
",Gemini,3,3,3,2,3,3
확대와 축소,"[여자/14]
---
중3 오빠 스토리에 스트레스 글이 올라왔다.  내가 뭘 잘못했나?  아무렇지 않게 연락하면 내가 무심한 거고,  위로하면 내 마음이 너무 큰 걸까?  내 모든 행동이 오빠에게 평가받는 것 같아.  작은 실수 하나도 엄청난 일처럼 느껴져.
",Gemini,3,3,3,2,3,3
확대와 축소,"[남자/17세]
---
숨쉬기가 너무 힘들어.  코가 막힌 것 같아.  작은 불편함이  마치 폐렴에 걸린 것처럼 느껴져.  시험도 망칠 것 같고,  친구들도 나를 멀리할 거야.  숨 쉬는 것조차 버거운데 어떻게 공부를 하겠어?  모든 게 끝장이야.
",Gemini,2,3,3,2,2,3
확대와 축소,"[남자/17세]
---
시험 한 문제 틀렸다고, 앞으로 내 인생은 망했다고 생각해.  작은 실수가 모든 걸 망칠 거라는 생각에 숨 막혀.  내 미래는 어두컴컴하고 절망적이야.  모든 게 끝장났어.
",Gemini,2,3,3,2,2,2
확대와 축소,"[여자/18]
---
모의고사 점수가 너무 낮다.  한 문제 실수가 전체 성적을 망친 것 같다.  결국 재수할지도 몰라.  내 인생은 망했어.  앞으로도 계속 이럴 거 같아.  아무것도 할 수 없어.
",Gemini,2,3,2,2,2,2
확대와 축소,"[여자/15세]
---
배 아파서 선생님께 도움 요청했는데,  엘리베이터 카드까지 찍어주셨다.  그런데 내가 늦은 건 다 내 잘못인 것 같다.  조금만 더 빨리 말했으면, 수업에 지장 안 줬을 텐데.  결국 다 내 탓이야.  다들 내가 싫어할 거야.
",Gemini,2,2,2,2,2,2
확대와 축소,"[여자/15세]
---
키가 큰 게 너무 싫어.  내 키 때문에 친구들이 나를 이상하게 봐.  조금만 더 작았으면 좋겠는데,  내 키는 점점 더 커지는 것 같아.  1cm만 줄어도 좋을 텐데,  165cm가 되는 건 꿈도 못 꿀 일이야.  모든 게 다 망한 것 같아.
",Gemini,2,3,3,2,3,3
확대와 축소,"[남자/17]
---
선배 생일 선물, 5만 원으로는 뭘 해야 할까?  고작 5만 원 가지고는 너무 싼 선물처럼 보일 거야.  우리 둘이서 준비하는 건데도 부족해 보일 거고, 선배는 실망할 거야.  망했어, 완전 망했어.
",Gemini,2,3,2,2,3,2
확대와 축소,"[여자/16세]
---
친구의 무심한 말 한마디에 마음이 무너졌다.  내 작은 실수는 엄청난 실패처럼 느껴지고, 친구의 위로는 아무 의미 없이 작게 들린다.  모든 게 다 내 잘못인 것 같고, 앞으로 친구와의 관계는 끝장날 것만 같다.  숨 막히는 불안감에 휩싸였다.
",Gemini,2,3,3,2,2,3
확대와 축소,"[여자/17세]
---
새로운 친구, 처음엔 좋았지.  근데 점점 단점만 보여.  작은 실수도 엄청나게 커 보이고, 좋은 점은 아예 눈에 안 들어와.  내가 너무 예민한 걸까?  결국엔 최악의 친구가 될 것 같아.  너무 힘들어.
",Gemini,3,3,2,3,3,3
확대와 축소,"[여자/17세]
---
엄마의 한마디에 마음이 무너졌다.  내가 부족해서 엄마가 실망하신 거라고,  작은 실수 하나가  내 모든 노력을  망친 것처럼 느껴진다.  하찮은 실수가  인생의 전부인 것처럼,  나는  완전히 실패한 딸인 것 같다.
",Gemini,3,3,3,3,3,3
확대와 축소,"[남자/17세]
---
어제 밤, 꿈에서 또 쫓겼다.  별것 아닌 실수 하나가 꿈속에선 괴물 떼로 변해 나를 덮쳤다.  내 탓이야.  작은 실수가  엄청난 재앙으로 부풀려졌어.  결국, 난  망할 거야.  모든 게 다 엉망이 될 거라고.
",Gemini,3,3,3,2,3,2
확대와 축소,"[남자/17]
---
전학 갈 학교는 자리가 많대.  하지만 내 실력으론 따라갈 수 없을 거야.  작은 실수 하나에도 엄청난 실패처럼 느껴져.  결국엔 낙오자가 될 거고,  모든 게 망칠 거라는 생각에 잠 못 이룬다.  아무도 날 이해 못할 거야.
",Gemini,2,3,3,2,3,2
확대와 축소,"[남자/17]
---
인문계 전학 생각에 밤잠을 설친다.  특성화고 생활은  내 선택이었지만,  실패처럼 느껴진다.  작은 실수 하나가  내 인생 전체를 망칠 것 같다.  인문계에 가더라도 잘 할 수 있을까?  불안감에 휩싸인다.  내 모든 노력이  무의미해질 것만 같다.
",Gemini,3,3,3,3,2,3
확대와 축소,"[여자/17세]
---
시험 한 문제 틀렸다고, 내 인생 망했다고 생각했어.  작은 실수가  전부를 망친 것처럼 느껴져.  밤새도록 잠 못 이루고,  미래는 절망으로 가득 차 보여.  결국 다 내 잘못이야.
",Gemini,2,3,3,2,2,3
확대와 축소,"[남자/17세]
---
키 173cm, 아버지 174cm, 어머니 160cm.  성장판이 거의 다 닫혔다는데 겨우 몇 cm 더 클까?  1cm라도 더 크면 좋겠지만, 아마 안 클 거야.  나는 작은 체구 때문에 평생 놀림감일 거고,  인생은 망했어.
",Gemini,2,3,2,2,3,2
확대와 축소,"[여자/15세]
---
엄마가 준 체크카드, CU에서 등록해야 쓸 수 있다는데…  내가 뭘 잘못한 걸까?  이 카드 하나 못 쓰는 게 내 인생의 전부인 것 같아.  아무것도 안 될 거야.  이렇게 작은 일에도 실패하다니, 난 정말 쓸모없는 사람인가 봐.
",Gemini,2,3,3,2,2,2
확대와 축소,"[여자/17세]
---
걔가 내 손짓을 따라하는 건, 내가 특별해서가 아니라 그냥 우연이겠지.  내 머리카락을 만지던 그의 손길은 아무 의미 없었을 거야.  분명 다른 애들한테도 그럴 거야.  내가 너무 과하게 해석하는 걸까?  아니야,  내 기분만 나빠지는 거지.  다 괜찮지 않아.
",Gemini,2,2,3,2,3,3
확대와 축소,"[여자/16세]
---
숨쉬기가 너무 힘들어.  숨을 크게 쉬어도, 하품을 해도 부족해.  작은 숨가쁨인데, 마치 죽을 것만 같아.  내과 갔지만, 위염이라는데…  내가 곧 죽는다는 뜻인가?  아무도 날 이해 못 할 거야.  모두 나만 힘들다고 생각할 거야.
",Gemini,3,3,3,2,2,2
확대와 축소,"[여자/17]
---
어제 먹다 남은 피자 한 조각 때문에 하루종일 기분이 안 좋아.  작은 실수 하나로 인생이 망한 것 같아.  피자 때문에 살찔까봐 걱정되는데,  이미 망했어.  모든 게 다 엉망이야.  나는 실패한 사람이야.
",Gemini,2,3,2,2,2,2
확대와 축소,"[여자/17세]
---
시험 점수 하나 때문에 모든 게 망한 것 같아.  작은 실수가 전부를 망쳤다고 생각해.  앞으로 내 인생은 끝장이야.  내가 못나서 다 망친 거야.  다른 애들은 다 잘하는데 나만…  내 미래는 어두워.
",Gemini,2,3,3,2,3,2
확대와 축소,"[남자/17]
---
담양 한빛고 진학 때문에 고민이에요. 일반전형으로 대학 가는 건 불가능할 것 같아요.  2등급이 안 나오면 망하는 거고,  일반고 갔어도 똑같았을 텐데… 내 선택이 잘못된 걸까요?  모든 게 다 꼬인 것 같아요.
",Gemini,2,3,3,2,2,3
확대와 축소,"[여자/14세]
---
키가 안 클까봐 불안해.  친구들은 다 크는데, 나는 초경 후에도 똑같아.  조금만 더 컸으면 좋겠는데,  내 키는 마치 멈춰버린 것 같아.  모두 나보다 클 거야.  나는 작은 채로 남을 거고.
",Gemini,3,3,3,3,3,3
확대와 축소,"[여자/17세]
---
엄마의 한숨은 작은 실수처럼 느껴졌지만, 내겐 폭풍처럼 다가왔다.  내 잘못이 아닌데도,  내가 망친 것처럼 느껴져.  엄마의 표정 하나하나가 커다란 비난처럼 들리고,  내 작은 목소리는 아무것도 아닌 것 같아.  숨 막혀.
",Gemini,3,3,3,2,2,3
확대와 축소,"[여자/17세]
---
걔 때문에 내 인생 망했어.  저격글 하나에 학교 전체가 날 욕하는 것 같고,  친구들 수군거리는 소리가 커다랗게 들려.  내가 잘못한 건 작은 실수였는데, 마치 세상이 무너지는 것처럼 느껴져.  모두 나만 싫어하는 것 같아.
",Gemini,3,3,3,2,3,2
확대와 축소,"[여자/17세]
---
친구와의 문자 대화, 한 마디도 재밌지 않아.  내가 뭘 잘못했나 싶어 계속 곱씹어.  별것 아닌 실수 하나가 엄청난 문제처럼 느껴져.  결국 내가 재미없는 사람인 거 같아.  모두 나를 멀리할 거야.  이런 나를 누가 좋아할까.
",Gemini,3,3,3,2,3,2
확대와 축소,"[남자/17세]
---
시흥 정왕동 고등학교는 너무 멀어. 버스로 한 시간.  늦잠 자면 학교 못 가고, 친구도 없으니 끔찍해.  전학 가도 똑같을 거야. 아무도 날 좋아하지 않을 거라고.  이젠 학교 가는 것조차 힘들어.  모든 게 다 망한 것 같아.
",Gemini,3,3,3,2,2,2
확대와 축소,"[여자/16]
---
검정고시 원서 접수 마감이 코앞인데, 아직 자퇴도 못 했어.  작은 실수 하나 때문에 학교에서 계속 붙잡히는 기분이야.  내 미래는 완전히 망한 거 같아.  겨우 한 학기 남았는데,  모든 게 다 틀어졌어.  망했어.
",Gemini,2,2,3,2,2,3
확대와 축소,"[여자/16세]
---
친구랑 싸웠어.  내가 잘못했는데,  별것 아닌 실수가 엄청 큰 문제처럼 느껴져.  내 잘못 때문에 우리 우정이 끝날 것 같아.  미안하다고 했는데도,  괜찮아지지 않을 것 같아.  내가 망쳤어.  다 내 탓이야.  친구 잃는 게 너무 무서워.
",Gemini,3,3,3,3,3,3
확대와 축소,"[여자/14]
---
엄마는 내 자퇴 생각을 듣고 엄청 화냈어.  내 미래는 망했고,  난 아무것도 할 수 없는 무능한 사람이 된 거 같아.  검정고시 준비는 쉽지 않을 거고,  결국 실패할 거란 생각에 잠 못 이루겠어. 작은 실수 하나에도 좌절하고,  모든 게 다 끔찍해.
",Gemini,2,3,3,2,3,2
확대와 축소,"[여자/17]
---
같은 반 애들이 나 빼고 다 짝지어 다니는 게, 마치 나만 따돌리는 것 같아.  혼자 남겨지는 게 너무 두려워.  작은 시선 하나에도 엄청난 의미를 부여해 버려.  내가 잘못한 것도 아닌데, 모두 나를 싫어하는 것처럼 느껴져.  아무것도 아닌 일이 엄청난 문제처럼 커져 버려.
",Gemini,3,3,3,3,3,3
확대와 축소,"[여자/15세]
---
걔가 내 머리에 인형 올리고, 자기 얼굴도 얹는 바람에 정수리 냄새 걱정돼 죽겠어.  내가 싫어하는데,  계속 쳐다보고,  '00언니'라 부르는 건 좋아하는 거겠지?  아니면 나만 그렇게 생각하는 걸까?  내가 너무 예민한 걸까?  다들 나 싫어할 거야.
",Gemini,3,2,2,2,3,2
확대와 축소,"[여자/16세]
---
카톡방에 답장 하나 없으니, 아무도 나랑 놀고 싶어하지 않는 거 같아.  내가 재미없어서 그런 걸까?  작은 실수 하나에도 다들 멀어지는 것 같아.  내가 너무 부족한 걸까봐.  친구들이랑 대화하는 모습 보면, 나는 너무 초라해.
",Gemini,2,3,3,2,2,3
확대와 축소,"[여자/18]
---
고3,  친구들과의 만남은 늘 피곤하다.  재미없는 시간은 영원히 이어질 것 같고,  즐거운 순간은 찰나로 느껴진다.  나만 이렇게 생각하는 걸까?  내가 문제인가?  모든 게 다 지겨워.  내 안의 작은 불만은 점점 커지고,  즐거움은 점점 작아진다.
",Gemini,3,3,3,2,2,3
확대와 축소,"[여자/17]
---
미술대학 진학을 꿈꿨지만, 실기시험 결과가 생각보다 좋지 않았다.  작은 실수 하나가 모든 것을 망친 것 같다.  내 그림 실력은 형편없고, 앞으로 미술가가 될 수 없을 거라는 생각에 휩싸였다.  합격 가능성은 희박해 보이고, 미래는 절망으로 가득 차 있다.  이젠 아무것도 할 수 없어.
",Gemini,2,3,3,2,2,3
확대와 축소,"[남자/17세]
---
상담 선생님의 말은 모두 나를 향한 비난처럼 들렸다.  작은 실수 하나가 모든 것을 망친 것처럼 느껴져.  내가 잘못했고, 앞으로도 쭉 이럴 거라는 생각에 숨이 막혀.  결국엔 모두 나 때문이야.  아무도 날 이해하지 못해.
",Gemini,2,3,3,2,2,2
확대와 축소,"[여자/16]
---
내신 등급 하나 때문에,  내 모든 미래가 망한 것 같아.  교대 정시?  절대 불가능할 거야.  한 번의 실수가  내 인생 전체를 좌우하는 것처럼 느껴져.  이젠 아무것도 할 수 없어.
",Gemini,2,3,3,2,3,2
확대와 축소,"[남자/14세]
---
누나한테 욕한 건 사소한 실수인데,  수능까지 말 안 한다니...  내 잘못이 너무 커 보여.  앞으로 누나랑은 영영 못 지낼 것 같아.  내 인생 망했어.  모든 게 다 끝난 것 같아.
",Gemini,2,3,3,2,2,2
확대와 축소,"[여자/17]
---
친구들과의 웃음은 겨우 잠깐의 즐거움이었을 뿐, 시험 성적표의 붉은 글씨는 나의 모든 것을 망친 증거처럼 느껴진다.  작은 실수 하나가 엄청난 실패로,  즐거웠던 순간은 아무것도 아니었던 것처럼 작아진다.  나는 망했어.
",Gemini,2,3,3,2,2,2
확대와 축소,"[여자/17세]
---
청소년증 사진, 망했다. 조금만 삐딱하게 찍혔을 뿐인데, 마치 범죄자 사진처럼 보인다.  내 얼굴만 확대된 것 같고, 모든 게 끔찍해.  이 사진으로 3년이나 지내야 한다니, 생각만 해도 끔찍해.  아무도 나를 좋게 보지 않을 거야.
",Gemini,3,3,3,3,3,3
확대와 축소,"[여자/15]
---
엄마의 차가운 말 한마디가 온 세상을 무너뜨리는 것 같았다.  겨우 5만원으로 찜질방에서 밤을 보내는 건 불가능해 보였다.  친구네 집도 잠깐뿐일 텐데,  내 미래는 암담하기만 하다. 작은 실수가 엄청난 실패처럼 느껴진다.  내 모든 게 잘못된 것 같다.
",Gemini,2,3,3,2,3,2
확대와 축소,"[여자/17세]
---
밤새도록 잠 못 이뤘다.  시험 하나 망쳤다고,  내 인생 전체가 망한 것 같다.  하찮은 실수 하나가 전부를 덮어버린 기분.  앞으로도 계속 힘들 거야.  모든 게 다 끝장났어.  내 미래는 암흑뿐이야.
",Gemini,2,2,3,2,2,2
