Cognitive Distortion,Generated Story,Generative Model,Gemini Consistency,Gemini Accuracy,Gemini Fluency,Claude Consistency,Claude Accuracy,Claude Fluency
해야 한다' 진술,"[여자/15세]  
---  
친구들이 나에게 욕을 하지 말라고 해. 욕을 해야 한다는 생각 때문에 스트레스 받아. 또 욕하면 친구들이 나를 완전히 싫어할 것 같아. 직장인처럼 모범생이 되어야 하는 거지.",GPT,2,2,2,3,3,3
해야 한다' 진술,"[남자/16세]  
---  
시험에서 떨어진 후, 다음엔 반드시 잘해야 한다는 압박감이 커져만 간다. 성공하지 못하면, 아무것도 이룬 게 아니라고 생각해. 그래서 이번 주말에도 친구들과 놀기 보단 혼자 공부해야 하니까 정말 힘들다.",GPT,2,2,3,2,3,2
해야 한다' 진술,"[여자/15]  
---  
시합에서 상을 받아야만 부모님이 게임을 허락하신다. 그래서 잠도 잊고 연습하는데, 실패하면 무능력하다고 자책하게 된다. 할수록 스트레스 쌓이고, 그냥 포기하고 싶다.",GPT,2,2,2,3,3,2
해야 한다' 진술,"[여자/16]  
---  
친구들 앞에서 웃어야 하는데, 모두 나를 주목하고 있는 것 같아 압박감 때문에 정말 제대로 말하지 못해. 이번 발표에서 잘해야 해. 그렇지 않으면 괜히 실패한 기분이 들 거야.",GPT,2,2,3,2,3,3
해야 한다' 진술,"[여자/17]  
---  
고3이라 항상 성적이 좋아야 해. 그러지 않으면 친구들에게 인정받지 못할 것 같아. 지금도 공부해야 하는데, 성적에 대한 압박 때문에 불안해. 이렇게 못하면 나는 실패한 학생일 거야.",GPT,2,2,2,2,2,2
해야 한다' 진술,"[여자/17세]  
---  
내가 항상 최선을 다해야 한다고 믿는데, 어느새 그러지 않으면 안 될 것 같은 압박이 커져. 친구들은 잘 지내는데, 나는 이대로 무너지면 안 될 것만 같아. 계속 힘들어.",GPT,2,2,2,2,2,2
해야 한다' 진술,"[여자/16세]  
---  
중간고사를 준비해야 하는데, 나는 매일 늦잠 자고 공부하지 못해. 친구들은 다 잘할 텐데, 나만 못해. 이번에도 실패하면 완전히 낙오자가 될 거야. 정말 잘해야 하는데…",GPT,2,2,2,2,2,2
해야 한다' 진술,"[여자/18세]  
---  
나와 외향적인 친구는 항상 옷을 바꿔 입어야 해. 오늘도 거절하면 친구가 화낼 것 같아서 계속 양보하고 있어. 나를 좋아하는 것 같아도 이런 건 정말 부담스러워. 내 생각은 무시되잖아.",GPT,2,2,2,2,3,2
해야 한다' 진술,"[여자/16세]  
---  
어제 시험 성적이 안 좋았어요. 모두가 기대했을 텐데, 나는 항상 잘해야 해. 이렇게 실패하면 실망할 부모님을 생각하니 점점 더 우울해져요. 나 정말 쓸모없는 학생인 것 같아요.",GPT,1,2,3,2,3,3
해야 한다' 진술,"[여자/17]  
---  
시험 성적이 항상 좋지 않아야만 해. 그렇지 않으면 대학에 갈 수 없을 거라 생각해. 같은 반 친구들은 모두 잘하는데, 나만 뒤처지는 것 같아 더 이상 노력하지 않는 건 정말 게으른 거겠지.",GPT,2,2,2,2,2,3
해야 한다' 진술,"[여자/16]  
---  
학교에서는 항상 친구들과 함께 있어야 한다고 생각했는데, 혼자 다녔더니 모두가 저를 이상하게 쳐다봐요. 지금은 그냥 내 마음대로 행동하면 안 될 것 같아, 모든 사람들이 저를 비웃을까 봐 무섭네요.",GPT,2,2,2,2,3,2
해야 한다' 진술,"[여자/16]  
---  
의무감이 커서 항상 열심히 해야 해. 친구들이 이해하지 못할 것 같아서 가끔 방과 후 혼자 남아 공부하는데, 그런 나를 보고 무슨 생각할까 걱정이야. 나도 평범하게 놀고 싶은데...",GPT,2,2,3,3,3,3
해야 한다' 진술,"[남자/17]  
---  
내가 좋아하는 애가 나를 무시했어. 그래서 나는 그녀가 나를 싫어해야 한다고 생각했지. 아마 내 마음이 약한 게 문제인 것 같아. 친구들은 나와 다르니까, 그들도 나를 싫어해야 해.",GPT,2,2,2,2,2,2
해야 한다' 진술,"[여자/15세]  
---  
학교에서 친구들과 잘 지내야 하는데, 성적은 항상 나쁘니 나만 힘들게 하는 것 같아요. 좋은 친구가 있는데, 나처럼 자주 폐를 끼치면 안 되잖아요? 그러니까 나는 매일 더 노력해야 해요.",GPT,2,2,2,2,2,3
해야 한다' 진술,"[여자/17]  
---  
슬프게도 이 시험에서 좋은 성적을 받아야 해. 졸업이 가까워지는데, 나는 아무것도 할 수 없는 기분이야. 친구들은 다 열심히 하는데 나는 계속 빈둥거리기만 해. 정말 다 잘해야 하는 건데…",GPT,2,2,2,2,3,2
해야 한다' 진술,"[여자/15]  
---  
시험 공부를 하지 않으면 항상 나를 비난해야 해. 친구들이 잘하는 걸 보며 나는 더 열심히 해야만 해. 조금이라도 못하면 다 실패한 것 같아서 두렵고, 이젠 더 이상은 못 버틸 것 같아.",GPT,2,2,2,2,2,2
해야 한다' 진술,"[여자/17세]  
---  
친구가 나에게 진심으로 다가오지 않으면, 나는 절대 사랑받을 자격이 없는 것 같아. 항상 웃으면서 다가가야 한다고 생각하는데, 그러지 못할 때마다 자신이 참 괴로워.",GPT,2,2,2,2,2,3
해야 한다' 진술,"[여자/16세]  
---  
이제 html로 쇼핑몰을 만들어야 한다고 생각해. 그러면서도 내가 잘 못할까 봐 두려워. 부모님은 기대하시는데, 만약 실패하면 나는 완전히 무능력한 애가 될 거야.",GPT,2,2,2,2,3,3
해야 한다' 진술,"[여자/17세]  
---  
모두 나를 좋아해야만 해. 그렇지 않으면 정말 외롭게 느껴져. 고백하기 전에 그 아이가 나를 어떻게 생각할지 확인해야 해. 만약 나를 싫어한다면 난 완전히 실패한 거니까.",GPT,2,2,2,2,2,2
해야 한다' 진술,"[여자/16세] 
---
수업에서 발표를 잘해야 한다고 생각했는데, 실수를 해버렸어. 친구들이 나를 웃겼다고 생각하면 꼴 보기 싫을 거야. 나는 항상 완벽해야 하고, 그렇지 않으면 다 나를 비웃을 것 같아.",GPT,2,2,2,2,2,3
해야 한다' 진술,"[여자/16세]  
---  
학교에서 성적을 잘 내야 한다는 압박감에 시달려. 나만 그렇게 느끼는 게 아닐까? 친구들은 다 나보다 잘하고 있는 것 같아. 이제 나도 동아리에 참가해야 하는데, 정말 부담스러워.",GPT,2,2,3,2,2,2
해야 한다' 진술,"[여자/15세]  
---  
친구들이 항상 성적 좋은 나를 기대하니까 나는 잘해야만 해. 한 번이라도 떨어지면 모든 기대를 저버리는 것 같아. 이렇게 생각하는 내가 너무 한심하게 느껴져서 답답해져.",GPT,2,3,3,2,3,2
해야 한다' 진술,"[여자/16세]  
---  
내가 좋아하는 그 애는 관심이 없는 것 같아. 나는 항상 그 애와 더 가까워져야 한다고 생각하는데, 그럴 수 없으니 나 혼자만 힘들어지는 것 같아. 포기해야 하는 걸까?",GPT,2,2,3,2,3,2
해야 한다' 진술,"[남자/17세]  
---  
매일 공부에 집중해야 해. 그렇게 하지 않으면 대학에 못 갈 거야. 하지만 친구들이 놀러가면 난 초조해져. 이렇게 계속 자책하는 게 정말 힘들다. 내 미래가 이렇게 불안할 줄은 몰랐어.",GPT,2,2,3,2,2,3
해야 한다' 진술,"[여자/17]  
---  
수학 시험을 잘 못 치렀으니 앞으로 모든 과목에서 우수해야 해. 가족에게 실망을 안 주려면 항상 노력해야 되고, 더 이상 실패는 허용되지 않아. 그래서 너무 힘들고 괴로워.",GPT,2,2,2,2,2,2
해야 한다' 진술,"[여자/15세]  
---  
시험을 잘 봐야 한다고 생각했지만, 조금만 잘 못해도 모든 게 망칠 것 같아 불안해. 친구들은 다 아는 것 같은데, 나는 못 이룰 것 같아. 이런 기분은 계속해야 할까?",GPT,2,2,2,2,2,2
해야 한다' 진술,"[여자/15세]  
---  
친구가 나 없이 다른 사람들과 놀고 있으면, 나는 반드시 그들이 나를 싫어하는 건가 생각해요. 이런 생각이 드니까, 대화의 재미도 없는 것 같아 괴롭고 고립된 기분이에요.",GPT,2,2,3,2,2,3
해야 한다' 진술,"[남자/17세]  
---  
친구들 앞에서 발표를 망쳤어요. 난 항상 잘해야만 하는데, 이제 그들은 나를 바보로 생각할 거예요. 그럴 줄 알았으면 아예 참여하지 말았어야 했다고 자책하고 있어요.",GPT,2,2,3,2,2,2
해야 한다' 진술,"[여자/17]  
---  
졸업식 연설을 맡게 됐는데, 무엇을 말해야 할지 막막해. 지난 3년을 잘 정리해야 하는데, 그 정도는 나에게 당연히 요구되는 것 같아. 그렇지 않으면 모두 실망할 거야.",GPT,2,2,2,3,3,3
해야 한다' 진술,"[여자/17세]  
---  
나는 대학 진학을 위해 항상 완벽한 성적을 내야 해. 만약 조금이라도 떨어지면, 모든 노력이 다 무의미해질 거야. 친구들은 다 잘할 텐데, 나는 항상 부족하다고 느껴.",GPT,2,2,2,2,2,2
해야 한다' 진술,"[여자/16세]  
---  
친구들 모두 좋은 학교에 진학하는데, 내 선택이 잘못된 것 같아. 진짜 좋은 성적을 내야만 하는데, 자퇴를 고민하는 나는 무능력한 사람 같아. 이렇게 흔들리는 나를 비난해야 해.",GPT,2,2,2,2,3,2
해야 한다' 진술,"[여자/15세]  
---  
시험 대비를 열심히 해야 하는데, 적어도 이번에는 잘해야 한다는 압박감이 커져. 그러지 않으면 친구들에게 무능력한 걸 드러내는 결과가 될 거야. 이러다 진짜 실패할까 불안해.",GPT,2,2,3,3,3,3
해야 한다' 진술,"[남자/17세]  
---  
숙제를 하면서도 뭔가 부족하다고 느낀다. 다른 친구들은 다 할 수 있을 텐데, 왜 나는 이렇게 힘들까? 매일 더 잘해야 하는데, 그러지 못하면 스스로를 비웃을 뿐이다.",GPT,2,2,3,3,3,3
해야 한다' 진술,"[여자/15]  
---  
수업 도중 그 남자애에게 말을 걸어야 하는데, 매번 망설이기만 해. 다른 친구들은 쉽게 친해지던데, 나는 왜 이렇게 어색하고 쑥스럽게 느껴지는지 모르겠어. 반드시 다가가야만 해.",GPT,2,2,3,3,3,3
해야 한다' 진술,"[여자/16]  
---  
학원에 가기 싫지만, 내가 거기에 가지 않으면 부모님이 실망할 것 같아. 항상 열심히 해야 할 텐데, 그러지 않으면 나는 게으른 아이로 낙인찍힐 거라고 생각해. 어떻게 해야 할까?",GPT,2,2,3,2,3,3
해야 한다' 진술,"[여자/16]  
---  
어제 운동회 중에 달리기에서 지고 말았어요. 다들 잘하는데 나는 왜 항상 이럴까요? 완전 실망이에요. 친구들이 기대했을 텐데, 나는 항상 괜찮아야 하는 것 같아요. 너무 힘드네요.",GPT,2,2,3,2,3,3
해야 한다' 진술,"[여자/15세]  
---  
고등학교를 가면 친구들을 잃지 말아야 해. 그거 못 지키면 나는 외톨이가 될 거야. 부모님 지역에서 다녀야 할지 고민 중이라 더욱 불안해. 모두가 나를 싫어하게 될까 두려워.",GPT,2,2,2,2,2,2
해야 한다' 진술,"[여자/16세]  
---  
평소엔 공부를 잘 해야 하는데, 오늘도 친구들 만났더니 시간을 다 날려버렸다. 이렇게 게으르게 지내면 내 미래가 망가질 거라는 생각이 드니, 너무 자책스러워.",GPT,2,2,3,2,2,3
해야 한다' 진술,"[남자/16세]  
---  
나는 매일 일찍 일어나서 공부해야 한다고 생각했는데, 친구들은 늦게 자고도 점수를 잘 받더라. 그래서 나는 내가 부족한 사람인 것 같아, 항상 이렇게 열심히 하지 않으면 안 될 것 같은데.",GPT,2,2,2,2,3,2
해야 한다' 진술,"[여자/17]  
---  
모르는 번호로 메시지를 보내서 그 남자애에게 관심을 표현해야 한다고 생각해도, 항상 내겐 용기가 부족하니까 자꾸 고민만 커진다. 이번엔 정말 해야 할 텐데, 그럴 가능성은 제로일까?",GPT,2,2,2,2,2,2
해야 한다' 진술,"[여자/16]  
---  
시험에서 좋은 점수를 받아야 할 것 같아서 긴장해요. 친구들은 다 잘할 거라고 생각하는데, 저만 못하면 정말 바보 같을 거예요. 이렇게 못한 상황이 자꾸 걱정되네요.",GPT,2,2,3,2,2,3
해야 한다' 진술,"[여자/15]  
---  
발표 준비를 완벽하게 해야 해. 작은 실수라도 용납할 수 없으니까, 계속 반복적으로 연습 중이야. 친구들은 잘한다고 하는데, 그게 나를 더 초조하게 만들어. 진짜 완벽하지 않으면 안 돼.",GPT,2,2,3,2,3,3
해야 한다' 진술,"[여자/17]  
---  
같은 반 친구들이 나를 대할 때, 특히 웃지 않으면 내가 항상 싫어할 이유가 있을 거라고 생각해. 이렇게 느끼니까 그들에게 다가가야 한다는 압박감이 너무 커서 점점 더 힘들어져.",GPT,2,2,3,2,2,3
해야 한다' 진술,"[여자/17]  
---  
친구와의 갈등이 심해지고 있어요. 당연히 화해해야 한다고 생각하는데, 연락이 오지 않으면 나쁜 친구가 된 것 같아 불안해져요. 그래서 고민이 깊어지지만, 결국 아무것도 못하고 있어요.",GPT,2,2,3,2,2,3
해야 한다' 진술,"[여자/16세]  
---  
나는 친구들과 잘 지내야 해. 그렇지 않으면 내가 다가가면 안 되는 사람으로 여겨질 거야. 모두에게 사랑받아야 한다는 압박감이 너무 크고, 나만 혼자 남겨질까 봐 두려워.",GPT,2,2,3,3,2,2
해야 한다' 진술,"[여자/17]  
---  
학교에서 모든 과제를 완벽히 해야 해. 친구들보다 못하면 다 소외될 거야. 시험 준비도 안 하면 무능력한 사람으로 낙인찍힐 거라는 압박감이 커져서 숨이 막혀.",GPT,2,2,2,3,2,3
해야 한다' 진술,"[여자/15]  
---  
같이 급식 먹는 친구들이 있는 것 같아야 해. 하지만 그 애와 있으면 말도 제대로 못하고, 모두가 날 무시할 것 같아. 이런 상황에서 웃으면서 대하는 것도 불가능해.",GPT,2,2,2,2,2,2
해야 한다' 진술,"[여자/15세]  
---  
이번 중간고사에서 수학 점수가 6점이라니 믿을 수가 없어. 분명히 공부를 열심히 했어야 하는데, 이렇게 나올 줄은 몰랐어. 이제부터는 모든 과목도 잘해야 할 것 같아.",GPT,2,2,3,2,3,3
해야 한다' 진술,"[여자/17세]  
---  
연애에 대해 제대로 알아야 한다고 항상 생각한다. 그렇지 않으면 멋진 기회를 놓치고 있는 것 같아. 친구들은 잘 사귀는데, 나는 지금도 혼자인 게 큰 문제인 거야. 나쁘지 않은 외모인데도.",GPT,2,2,2,2,2,3
해야 한다' 진술,"[여자/16세]  
---  
모두가 늦게 자고 일찍 일어나야 한다고 생각하는 것 같아요. 어젯밤 12시에 잤는데, 여전히 피곤해요. 친구들은 모두 잘하고, 나는 이런 나를 받아들이지 못하는 것 같아요. 나만 못하는 걸까요?",GPT,2,2,2,2,2,3
해야 한다' 진술,"[여자/16]  
---  
조퇴를 해야 힘든 수업을 견딜 수 있을 것 같아. 친구들은 그냥 참고 다닌다고 하니 나도 그렇게 해야 할 것 같아서 더 괴롭고, 점점 버틸 자신이 없네.",GPT,2,2,2,2,2,2
해야 한다' 진술,"[여자/17]  
---  
수업에선 항상 나보다 잘해야 한다는 압박감이 느껴져요. 잘하지 못하면 친구들이 나를 무시할 거라는 생각에 더 힘들어요. 그런 생각이 드니까, 평소의 나도 싫어지네요.",GPT,2,2,3,3,2,3
해야 한다' 진술,"[여자/16세]  
---  
친구와 더 가까워져야 한다고 생각해요. 그런데 잘해주려 할수록 미안해지는 기분이 들어요. 다들 나랑 친구하고 싶은데, 그 친구만 바라보는 모습이 불편해요. 왜 이러는지 모르겠어요.",GPT,2,2,2,2,2,2
해야 한다' 진술,"[여자/16세]  
---  
학교에서 친구들과 다투고 나니, 내가 항상 화해를 해야 하는 것 같아. 그러지 않으면 괜히 소외된 기분이 들어. 나는 이렇게 감정을 조절해야 해. 그렇지 않으면 나에게 문제가 생길 것 같아.",GPT,2,2,2,2,3,3
해야 한다' 진술,"[여자/17세]  
---  
마음을 표현해야 한다고 생각해요. 하지만 엄마는 이해하지 못하고, 자꾸 저를 비웃여요. 혼자서는 어떻게든 버텨야 하지만, 제가 이렇게 힘든 모습이 자주 보여서는 안 된다고 느껴요.",GPT,2,2,2,2,3,2
해야 한다' 진술,"[남자/18세]  
---  
고등학교 진학을 앞두고 대학에 가야만 미래가 밝을 것 같아. 내가 최선을 다하지 않으면 실패한 인생이 될 거라는 막연한 두려움이 너무 커. 다른 친구들보다 잘해야만 할 것 같아.",GPT,2,2,3,2,2,3
해야 한다' 진술,"[여자/16세]  
---  
수업 중 열심히 필기하고 있었는데, 갑자기 옆친구가 내 자리에 손을 올려놨다. 나는 그걸 막지 못했으니, 이제는 내가 물어내야 할 것 같다. 내가 뭘 잘못했는지 모르겠다.",GPT,2,2,2,2,2,3
해야 한다' 진술,"[여자/15세]  
---  
모임에 가면 나도 활발해져야 하는데, 다들 잘 노는 것 같아 불안해. 나만 소심하게 있으면 안 될 것 같고, 그럴 땐 내가 무능력해진 느낌이 들어서 너무 힘들어.",GPT,2,2,3,3,2,3
해야 한다' 진술,"[여자/17]  
---  
치마를 입고 싶어서 스타킹을 찾아봤는데, 꼭 살색이어야 해. 검정은 절대 안 되니까 이상하게 보일까 봐 무서워. 별로 잘 어울리지 않으면 사람들이 나를 이상하게 생각할 거야.",GPT,2,2,2,2,3,2
해야 한다' 진술,"[여자/17]  
---  
내가 공부를 잘해야 하는데 친구들은 놀러 다니고, 나는 혼자 방에 잔소리만 듣고 있어. 다른 친구들은 다 쿨하게 대처하는데 나는 왜 이렇게 힘들어야 하는지 모르겠어. 정말 답답해.",GPT,2,2,2,2,2,3
해야 한다' 진술,"[여자/17세]  
---  
친구들 사이에서 잘 지내야 하는데, 항상 나만 소외된 느낌이야. 그래서 더 많이 웃고, 재밌게 행동해야 해. 그렇지 않으면 다 저를 싫어할 거야. 정말 힘들어.",GPT,2,2,2,2,2,2
해야 한다' 진술,"[여자/16세]  
---  
우리 반 후배가 계속 제 물건을 뺏는데, 제가 더 강하게 대처해야 한다고 생각해요. 그렇지 않으면 계속 당할 것 같아서 불안해요. 하지만 때리는 건 절대 아니라고 생각해요.",GPT,2,2,3,2,2,3
해야 한다' 진술,"[여자/16세]  
---  
매번 부모님이 기대하는 만큼 완벽하게 해야 하는 부담이 커지네요. 나에게서 그런 기준이 사라지면 실망하실 것 같아 걱정이에요. 실수를 두려워해야 한다는 생각에 계속 힘들기만 해요.",GPT,2,2,3,3,3,3
해야 한다' 진술,"[여자/15세]  
---  
반에서 5명이 나를 쳐다보면, 나는 무조건 다들 나를 싫어할 거라고 생각해. 반별로 잘 만나야 한다고 자꾸 느끼는데, 이젠 누굴 만나도 불안해져. 제대로 사교해야 해, 그렇지 않으면 외로울 거야.",GPT,2,2,2,2,3,2
해야 한다' 진술,"[여자/15세]  
---  
이번 시험에서 꼭 좋은 성적을 받아야 해. 그러지 않으면 친구들이 나를 무능력하게 볼 거야. 나는 항상 완벽해야 해. 실패하면 그냥 존재 가치가 없는 것 같아, 왜 이렇게 힘든 걸까?",GPT,2,2,3,2,2,3
해야 한다' 진술,"[여자/17]  
---  
선생님이 시험 준비를 철저히 해야 한다고 강조하시는데, 나는 정말 그럴 수 있을지 의심스러워. 만약 못한다면, 모든 친구들이 나를 실패했다고 생각할 것 같아. 너무 걱정돼.",GPT,2,2,3,2,2,2
해야 한다' 진술,"[여자/17]  
---  
고3인데, 대학 시험 준비를 하면서 나는 반드시 100점을 받아야 해. 그렇지 않으면 내가 실패한 거라고 생각해. 친구들은 잘하는데, 나는 항상 부족해 보여서만 속상해. 너무 힘들어.",GPT,2,2,2,2,2,3
해야 한다' 진술,"[여자/16]  
---  
미술 학원에 다닐 땐 늘 더 잘해야 한다는 압박을 느꼈어요. 지금은 공부만 해야 한다는데, 그걸로 행복해질 수 있을까요? 친구들은 준비하며 앞서 나가고, 나는 뒤쳐지는 것 같아 불안해요.",GPT,2,2,3,3,3,2
해야 한다' 진술,"[여자/16세]  
---  
시험 준비를 위해 산책조차 하면 안 돼. 항상 공부에 집중해야 해. 친구들과 놀지 않으면 나를 소중히 여기지 않는 것 같아. 계속 이렇게 하지 않으면, 나는 완전히 실패할 거야.",GPT,2,2,2,2,2,2
해야 한다' 진술,"[여자/16세]  
---  
나는 항상 친구들과 더 많이 소통해야 해. 그렇지 않으면 내가 외톨이가 될 거라고 생각해. 하지만 말할 때마다 듣기 싫은 이야기만 이어지니, 답답하고 그냥 잠자고 싶어져.",GPT,2,2,2,2,2,2
해야 한다' 진술,"[여자/17]  
---  
친구 모두에게 사랑받아야 한다고 생각해요. 그래야 나도 가치 있는 사람이니까요. 그런데 소외감을 느끼면 항상 나만 문제인 것 같고, 그럴수록 더 외로워져요. 내 부족함이 큰 걸까요?",GPT,2,2,3,2,3,3
해야 한다' 진술,"[여자/17세]  
---  
특성화고로 전학 가고 싶었지만 이미 기회를 놓쳤다. 겨울방학에도 운이 좋지 않으면 다시 실패할 거라 생각한다. 그렇다면 계속 여기를 다니면서 다른 방안이 없다는 건 너무나 최악의 상황이다.",GPT,2,2,2,2,3,3
해야 한다' 진술,"[여자/16]  
---  
형이 내 방에 들어와서 내가 쓴 그림을 다 버리겠대요. 내 그림은 날 위해서 그린 건데, 왜 그렇게 해야 하는지 이해도 못하겠고 진짜 짜증나요. 나도 내 방이 있어야 해요!",GPT,2,2,3,2,2,2
해야 한다' 진술,"[여자/17]  
---  
시험을 망쳤으니, 친구들에게도 못 만나러 가야 할 것 같아. 모든 걸 잘해야만 하는데, 이대로라면 난 실패자가 될 거야. 어떻게 해야 할지 모르겠어.",GPT,2,2,2,2,2,2
해야 한다' 진술,"[남자/15]  
---  
학원에서 누나와 친해져야 하는데, 먼저 다가가야 할 것 같아. 하지만 만약 내가 잘못하면 싫어하게 될까 걱정돼. 내가 더 적극적이지 않으면 영원히 친구가 될 수 없을 것 같아.",GPT,2,2,3,3,2,3
해야 한다' 진술,"[여자/16세]  
---  
부모와의 대화에서 항상 내가 더 나은 성적을 가져야 한다고 느낀다. 친구들은 공부할 때 내가 요즘 집중이 부족하다고 비난하니, 나는 언제나 완벽해야만 할 것 같다.",GPT,2,2,2,1,2,2
해야 한다' 진술,"[여자/17]  
---  
고등학교 1학년인 나는 항상 최선을 다해야 해. 그런데 자꾸 실패하니까, 나는 정말 쓸모없는 사람인 것 같아. 친구들 앞에서도 완벽해야 하는데, 늘 그렇지 못해서 미안해.",GPT,2,2,2,2,2,2
해야 한다' 진술,"[여자/15]  
---  
학교에서 확진자가 나와서 검사를 받았는데 음성이었다. 친구들은 자가격리하라고 하는데, 나만 나가면 안 될 것 같아. 나는 항상 다른 사람을 생각해야 하니까, 정말 괜찮은 걸까?",GPT,2,2,3,3,3,3
해야 한다' 진술,"[여자/14세]  
---  
내가 부모님 사이를 중재해야 해. 그들이 싸우지 않게 하는 게 내 책임 같아. 하지만 이럴수록 나는 무력해지고, 결국 항상 비극적인 상황이 올 것 같아. 어떡하지?",GPT,2,2,3,3,2,2
해야 한다' 진술,"[여자/16세]  
---  
앉아서 공부를 해야 하는데, 계속해서 멍도 때리고 집중이 안 돼요. 나보다 좋은 성적을 받는 친구들이 생각나서 더 조급해져요. 그렇게 느끼니까 결국엔 더 열심히 해야 한다고 자책하게 돼요.",GPT,2,2,3,2,2,3
해야 한다' 진술,"[여자/17]  
---  
친구들은 언제나 즐거워야 한다고 생각해. 나도 꼭 그렇게 행동해야 해. 그렇지 않으면 나를 싫어할 거야. 하지만 요즘에는 그럴 힘이 없어. 이러면 매일 외로운 자신이 너무 싫어.",GPT,2,2,2,2,2,2
해야 한다' 진술,"[여자/17세]  
---  
시험을 잘 보려면 반드시 스트레스를 이겨내야 해. 친구가 힘들다고 하니, 나도 더 힘내야 해. 그런데 실패하면 모든 게 끝장일 거야. 이런 압박감은 언제까지 견뎌야 하는 걸까?",GPT,2,2,2,2,2,3
해야 한다' 진술,"[여자/16세]  
---  
온라인 수업 중 잠깐의 쉴 틈도 허락받지 못해. 엄마는 항상 나한테 생산적이어야 한다고 말해. 내가 좋아하는 것도 하지 못하고, 이렇게 살다가는 완전히 실패하는 기분이야.",GPT,2,2,2,3,3,2
해야 한다' 진술,"[여자/15세]  
---  
학교 프로젝트를 잘해야만 친구들한테 인정받을 것 같고, 그게 아니라면 나는 무능력한 사람이라고 느껴. 항상 완벽해야 한다는 압박이 너무 심해. 그래서 매일 밤 잠을 못 자.",GPT,2,2,3,2,2,3
해야 한다' 진술,"[남자/16세]  
---  
시험 준비는 반드시 완벽해야 해. 친구들이 다 좋은 성적을 받을 텐데, 나만 떨어지면 완전 실패자일 거야. 내가 이 정도로 준비하지 않으면 모두가 나를 비웃을 거라고 생각해.",GPT,2,2,3,2,2,2
해야 한다' 진술,"[여자/17세]  
---  
수학 점수가 떨어졌으니 나는 수학을 잘해야 해. 그렇지 않으면 나중에 대학에 가지 못할 거야. 친구들은 잘하는데 나는 왜 이럴까, 나는 항상 뛰어나야만 해.",GPT,2,2,2,2,3,2
해야 한다' 진술,"[여자/16세]  
---  
어제 친구들과 놀다가 사진을 많이 찍었어요. 그런데 제가 사진이 너무 못 나왔어요. 항상 예쁘게 나와야 하는데, 왜 이렇게 된 거죠? 친구들이 저를 보며 놀릴까 걱정이에요.",GPT,1,2,3,2,2,3
해야 한다' 진술,"[여자/17]  
---  
어떻게 친구들에게 잘 다가가야 할까요? 항상 친해져야 한다고 생각하니, 여전히 혼자 있는데 불안해요. 다른 애들은 쉽게 사귀는데, 나는 왜 이렇게 어색한 걸까요? 나쁜 사람이 되는 건 아닌지 걱정이에요.",GPT,1,2,2,2,2,3
해야 한다' 진술,"[여자/16세]  
---  
어쩌다 친구와 다퉜는데, 내가 항상 더 성숙해야 하는 것 같아. 왜 이렇게 서로 다치게 했는지, 내가 잘해야만 하는데 못해서 더 화가 나. 모든 게 내 탓인 것 같아.",GPT,2,2,2,2,2,3
해야 한다' 진술,"[여자/16]  
---  
내년엔 고3이 되는데, 좋은 대학에 가려면 항상 준비가 되어 있어야 해. 맨날 열심히 해야만 하는데, 오늘도 공부를 제대로 못 했어. 이렇게 계속하면 정말 큰일 날 것 같아.",GPT,2,2,2,2,2,3
해야 한다' 진술,"[여자/16세]  
---  
친구들은 나를 이해해야 한다고 생각해. 근데 왜 아무도 나에게 질문하지 않는지 모르겠어. 내가 여러 감정을 느끼는 건 잘못인 것 같아. 혼자 고민하는 게 더 나은 것 같아.",GPT,2,2,2,2,2,2
해야 한다' 진술,"[여자/16세]  
---  
나는 친구들과 진짜 잘 지내야 하는데, 요즘 갈수록 소외감을 느껴. 나만 이렇게 연락이 줄어드는 게 아니면 좋겠어. 그래도 내가 더 다가가야 한다는 생각에 마음이 무겁기만 해.",GPT,2,2,3,2,2,3
해야 한다' 진술,"[여자/17]  
---  
늘 부모님과 잘 지내야 한다고 생각해. 친구들처럼 자유롭게 놀러 가고 싶지만, 항상 내가 그들을 실망시키면 안 된다는 압박감이 나를 힘들게 해. 이젠 점점 숨이 막혀.",GPT,2,3,3,2,3,3
해야 한다' 진술,"[여자/16]  
---  
시험을 잘 보고 싶어서 집에서 공부해야 하는데, 친구들과 놀고 싶어. 그러나 친구들한테 나 혼자 공부하는 모습 보이면 안 될 것 같아. 이렇게 시간을 낭비하면 나는 실패할 거야.",GPT,2,2,2,3,2,3
해야 한다' 진술,"[여자/16세]  
---  
그 남자애는 자꾸 저를 잘해줘요. 친구들은 제가 그애를 좋아해야 한다고 하죠. 근데 저는 왜 그런지 모르겠어요. 만약 제가 잘 ph?n응하지 않으면 모두가 저를 이상하게 생각할 거라구요.",GPT,2,2,2,2,3,2
해야 한다' 진술,"[여자/15세]  
---  
친구들과 대화를 이어가야 하는데, 아무 말이나 할 수는 없잖아? 그러다 한마디라도 실수하면 모든 대화가 망칠 것 같은 불안감이 커져. 나만 바보같은 걸까?",GPT,2,2,2,2,3,2
